"","location","date","High Temp","Low Temp","Day Average Temp","Precipitation","Dew Point","High","Low","Average","Max Wind Speed","Visibiilty","Sea Level Pressure","Actual Time"
"X2...214","ca/san-diego/KSAN","2023-11-06","70","55","59.83","0.00","57.88","61","54","57.88","8","10","29.98","10h 43m"
"X2...215","ca/san-diego/KSAN","2023-11-07","69","59","64.53","0.00","58.1","61","55","58.1","13","10","30.03","10h 41m"
"X2...216","ca/san-diego/KSAN","2023-11-08","69","54","62.17","0.00","52.13","57","45","52.13","12","10","30.09","10h 40m"
"X2...217","ca/san-diego/KSAN","2023-11-09","73","47","60.71","0.00","39.29","51","27","39.29","10","10","30.08","10h 38m"
"X2...218","ca/san-diego/KSAN","2023-11-10","75","46","59.04","0.00","38.12","51","25","38.12","10","10","30.05","10h 37m"
"X2...219","ca/san-diego/KSAN","2023-11-11","73","45","59.46","0.00","37.46","52","27","37.46","10","10","30.08","10h 35m"
"X2...220","ca/san-diego/KSAN","2023-11-12","80","48","63","0.00","37.67","53","26","37.67","9","10","30.02","10h 33m"
"X2...221","ca/san-diego/KSAN","2023-11-13","73","49","60.88","0.00","42.63","56","33","42.63","9","10","30.04","10h 32m"
"X2...222","ca/san-diego/KSAN","2023-11-14","75","49","61.29","0.00","41.54","50","35","41.54","9","10","30.02","10h 30m"
"X2...223","ca/san-diego/KSAN","2023-11-15","68","56","61.92","0.00","53.37","61","40","53.37","23","10","30.02","10h 29m"
"X2...224","ca/san-diego/KSAN","2023-11-16","73","61","64.74","0.15","61.23","63","59","61.23","8","10","30.04","10h 27m"
"X2...225","ca/san-diego/KSAN","2023-11-17","75","57","64.83","0.00","59.14","64","51","59.14","9","10","30.02","10h 26m"
"X2...226","ca/san-diego/KSAN","2023-11-18","69","58","63.25","0.00","59.56","61","57","59.56","9","10","30.1","10h 25m"
"X2...227","ca/san-diego/KSAN","2023-11-19","68","55","63.19","0.00","58.19","61","54","58.19","9","10","30.12","10h 23m"
"X2...228","ca/san-diego/KSAN","2023-11-20","73","52","61.46","0.00","47.33","53","35","47.33","9","10","30.16","10h 22m"
"X2...229","ca/san-diego/KSAN","2023-11-21","76","51","62.25","0.00","40.04","50","31","40.04","10","10","30.25","10h 20m"
"X2...230","ca/san-diego/KSAN","2023-11-22","77","50","63.48","0.00","37.48","42","32","37.48","13","10","30.15","10h 19m"
"X2...231","ca/san-diego/KSAN","2023-11-23","67","52","61.93","0.00","51.72","58","40","51.72","16","10","29.91","10h 18m"
"X2...232","ca/san-diego/KSAN","2023-11-24","66","56","62.29","0.00","53.48","56","50","53.48","10","10","29.99","10h 17m"
"X2...233","ca/san-diego/KSAN","2023-11-25","66","50","58.83","0.01","47.13","53","27","47.13","12","10","30.06","10h 16m"
"X2...234","ca/san-diego/KSAN","2023-11-26","70","46","57.52","0.00","34.09","41","27","34.09","8","10","30.07","10h 14m"
"X2...235","ca/san-diego/KSAN","2023-11-27","70","47","58.13","0.00","37.13","48","30","37.13","10","10","30.13","10h 13m"
"X2...236","ca/san-diego/KSAN","2023-11-28","69","49","58.5","0.00","41.75","50","31","41.75","10","10","30.15","10h 12m"
"X2...237","ca/san-diego/KSAN","2023-11-29","64","48","58.1","0.00","49.55","57","39","49.55","8","10","30.05","10h 11m"
"X2...238","ca/san-diego/KSAN","2023-11-30","63","55","59.16","0.00","55.65","58","54","55.65","10","10","29.97","10h 10m"
"X2...239","ca/san-diego/KSAN","2023-12-01","65","53","58.25","0.08","50.46","56","43","50.46","10","10","30.11","10h 9m"
"X2...240","ca/san-diego/KSAN","2023-12-02","66","47","55.92","0.00","46.79","54","42","46.79","8","10","30.21","10h 8m"
"X2...241","ca/san-diego/KSAN","2023-12-03","67","46","56","0.00","48.71","54","43","48.71","10","10","30.24","10h 7m"
"X2...242","ca/san-diego/KSAN","2023-12-04","69","48","57.96","0.00","49.54","55","44","49.54","9","10","30.13","10h 6m"
"X2...243","ca/san-diego/KSAN","2023-12-05","78","49","62.58","0.00","48.25","58","42","48.25","8","10","30.1","10h 6m"
"X2...244","ca/san-diego/KSAN","2023-12-06","69","50","59.39","0.00","54","59","43","54","8","10","30.1","10h 5m"
"X2...245","ca/san-diego/KSAN","2023-12-07","66","54","58.97","0.00","53.29","55","52","53.29","9","10","30.1","10h 4m"
"X2...246","ca/san-diego/KSAN","2023-12-08","65","50","57.04","0.00","50.65","53","47","50.65","9","10","30.08","10h 4m"
"X2...247","ca/san-diego/KSAN","2023-12-09","74","46","58.21","0.00","40.08","51","28","40.08","9","10","30.2","10h 3m"
"X2...248","ca/san-diego/KSAN","2023-12-10","72","44","57.04","0.00","28.92","42","20","28.92","10","10","30.18","10h 2m"
"X2...249","ca/san-diego/KSAN","2023-12-11","67","45","57.93","0.00","47","59","30","47","7","10","30","10h 2m"
"X2...250","ca/san-diego/KSAN","2023-12-12","63","52","58","0.00","51.88","55","47","51.88","10","10","29.97","10h 1m"
"X2...251","ca/san-diego/KSAN","2023-12-13","64","51","57.85","0.00","50.5","52","49","50.5","9","10","30.09","10h 1m"
"X2...252","ca/san-diego/KSAN","2023-12-14","70","47","57.83","0.00","42.42","52","33","42.42","8","10","30.17","10h 0m"
"X2...253","ca/san-diego/KSAN","2023-12-15","77","47","59.71","0.00","34.92","44","27","34.92","8","10","30.14","10h 0m"
"X2...254","ca/san-diego/KSAN","2023-12-16","77","49","59.42","0.00","37.75","57","30","37.75","13","10","30.08","10h 0m"
"X2...255","ca/san-diego/KSAN","2024-10-27","75","58","64.52","0.00","59.36","64","53","59.36","9","10","30.04","10h 59m"
"X2...256","ca/san-diego/KSAN","2024-10-28","71","63","66.94","0.00","58.21","63","53","58.21","15","10","30","10h 58m"
"X2...257","ca/san-diego/KSAN","2024-10-29","67","60","64.2","0.00","52.7","55","50","52.7","15","10","30.02","10h 56m"
"X2...258","ca/san-diego/KSAN","2024-10-30","71","54","62.33","0.00","51.79","55","47","51.79","13","10","30.13","10h 54m"
"X2...259","ca/san-diego/KSAN","2024-10-31","71","52","61.54","0.00","51.79","57","44","51.79","13","10","30.08","10h 52m"
"X2...260","ca/san-diego/KSAN","2024-11-01","69","52","60.85","0.00","51.73","55","44","51.73","10","10","29.99","10h 50m"
"X2...261","ca/san-diego/KSAN","2024-11-02","68","57","62.45","0.00","54.73","59","51","54.73","10","10","29.98","10h 49m"
"X2...262","ca/san-diego/KSAN","2024-11-03","68","56","62.38","0.10","53","56","49","53","14","10","29.95","10h 47m"
"X2...263","ca/san-diego/KSAN","2024-11-04","74","52","62.13","0.00","47.92","56","43","47.92","12","10","30.07","10h 45m"
"X2...264","ca/san-diego/KSAN","2024-11-05","76","51","62.96","0.00","45.4","58","32","45.4","9","10","30.03","10h 44m"
"X2...265","ca/san-diego/KSAN","2024-11-06","78","51","63.84","0.00","31.08","46","10","31.08","13","10","30.01","10h 42m"
"X2...266","ca/san-diego/KSAN","2024-11-07","73","47","60.38","0.00","31.46","48","15","31.46","12","10","30.15","10h 40m"
"X2...267","ca/san-diego/KSAN","2024-11-08","73","47","60.6","0.00","31.44","44","17","31.44","9","10","30.14","10h 39m"
"X2...268","ca/san-diego/KSAN","2024-11-09","75","47","60.21","0.00","33.63","43","27","33.63","13","10","30.01","10h 37m"
"X2...269","ca/san-diego/KSAN","2024-11-10","75","49","59.92","0.00","43.08","58","29","43.08","8","10","30.03","10h 35m"
"X2...270","ca/san-diego/KSAN","2024-11-11","71","48","59.41","0.00","50.88","57","42","50.88","12","10","30.06","10h 34m"
"X2...271","ca/san-diego/KSAN","2024-11-12","68","54","62.2","0.00","52.33","56","46","52.33","10","10","30.09","10h 32m"
"X2...272","ca/san-diego/KSAN","2024-11-13","77","48","61.33","0.00","40.58","47","34","40.58","12","10","30.1","10h 31m"
"X2...273","ca/san-diego/KSAN","2024-11-14","70","47","60.14","0.00","47.36","58","34","47.36","12","10","30.01","10h 29m"
"X2...274","ca/san-diego/KSAN","2024-11-15","64","58","61","0.00","47.56","51","44","47.56","17","10","29.96","10h 28m"
"X2...275","ca/san-diego/KSAN","2024-11-16","64","51","57.12","0.00","44.62","48","40","44.62","13","10","29.98","10h 26m"
"X2...276","ca/san-diego/KSAN","2024-11-17","65","44","54.69","0.00","40.56","46","36","40.56","14","10","30","10h 25m"
"X2...277","ca/san-bruno/KSFO","2019-10-27","69","52","62.54","0.00","36.38","49","26","36.38","35","10","30","10h 48m"
"X2...278","ca/san-bruno/KSFO","2019-10-28","71","54","60.96","0.00","23.5","34","14","23.5","20","10","30.08","10h 46m"
"X2...279","ca/san-bruno/KSFO","2019-10-29","70","50","57.16","0.00","37.6","48","26","37.6","14","10","29.98","10h 43m"
"X2...280","ca/san-bruno/KSFO","2019-10-30","68","51","58.88","0.00","24.92","46","13","24.92","17","10","30.21","10h 41m"
"X2...281","ca/san-bruno/KSFO","2019-10-31","72","50","59.54","0.00","29.29","36","20","29.29","15","10","30.24","10h 39m"
"X2...282","ca/san-bruno/KSFO","2019-11-01","71","48","58.13","0.00","33.25","41","26","33.25","12","10","30.17","10h 37m"
"X2...283","ca/san-bruno/KSFO","2019-11-02","73","50","59.38","0.00","38.96","47","32","38.96","9","10","30.15","10h 35m"
"X2...284","ca/san-bruno/KSFO","2019-11-03","72","49","58.96","0.00","41.48","50","30","41.48","17","10","30.03","10h 33m"
"X2...285","ca/san-bruno/KSFO","2019-11-04","68","50","55.38","0.00","47.85","51","46","47.85","18","10","30.01","10h 31m"
"X2...286","ca/san-bruno/KSFO","2019-11-05","66","47","54.04","0.00","48.3","53","46","48.3","21","10","30.07","10h 29m"
"X2...287","ca/san-bruno/KSFO","2019-11-06","60","50","53.14","0.00","48","49","47","48","20","10","30.05","10h 26m"
"X2...288","ca/san-bruno/KSFO","2019-11-07","61","49","53.03","0.00","48.21","50","46","48.21","20","10","30.15","10h 24m"
"X2...289","ca/san-bruno/KSFO","2019-11-08","61","52","54.52","0.00","49.26","51","48","49.26","20","8","30.2","10h 22m"
"X2...290","ca/san-bruno/KSFO","2019-11-09","58","48","52.11","0.00","48.69","52","46","48.69","24","10","30.17","10h 21m"
"X2...291","ca/san-bruno/KSFO","2019-11-10","61","50","53.21","0.00","48.32","52","45","48.32","18","10","30.11","10h 19m"
"X2...292","ca/san-bruno/KSFO","2019-11-11","71","47","57.34","0.00","48.56","55","41","48.56","14","10","30.06","10h 17m"
"X2...293","ca/san-bruno/KSFO","2019-11-12","70","50","57.88","0.00","49.04","53","46","49.04","13","10","30.08","10h 15m"
"X2...294","ca/san-bruno/KSFO","2019-11-13","61","49","54.58","0.00","48.33","50","46","48.33","16","10","30.02","10h 13m"
"X2...295","ca/san-bruno/KSFO","2019-11-14","61","53","57.44","0.00","49.81","53","47","49.81","10","10","30.15","10h 11m"
"X2...296","ca/san-bruno/KSFO","2019-11-15","66","55","58.96","0.00","51.54","54","48","51.54","20","10","30.22","10h 9m"
"X2...297","ca/san-bruno/KSFO","2019-11-16","62","52","54.22","0.00","51.26","54","48","51.26","18","10","30.17","10h 7m"
"X2...298","ca/san-bruno/KSFO","2019-11-17","73","50","60.79","0.00","49","54","46","49","13","10","30.12","10h 6m"
"X2...299","ca/san-bruno/KSFO","2019-11-18","66","52","58.8","0.00","51.44","56","45","51.44","22","10","29.99","10h 4m"
"X2...300","ca/san-bruno/KSFO","2019-11-19","61","53","57.11","0.00","50.44","54","46","50.44","31","10","29.82","10h 2m"
"X2...301","ca/san-bruno/KSFO","2019-11-20","67","52","58.88","0.00","41.23","46","35","41.23","23","10","29.66","10h 1m"
"X2...302","ca/san-bruno/KSFO","2019-11-21","62","53","57.33","0.00","44.67","49","40","44.67","14","10","30.06","9h 59m"
"X2...303","ca/san-bruno/KSFO","2019-11-22","61","50","54.88","0.00","46.36","51","43","46.36","12","10","30.19","9h 58m"
"X2...304","ca/san-bruno/KSFO","2019-11-23","67","47","56","0.00","45.33","51","40","45.33","14","10","30.26","9h 56m"
"X2...305","ca/san-bruno/KSFO","2019-11-24","67","47","54.96","0.00","44.63","49","39","44.63","18","10","30.2","9h 55m"
"X2...306","ca/san-bruno/KSFO","2019-11-25","63","49","54.67","0.00","41.79","47","33","41.79","24","10","30.13","9h 53m"
"X2...307","ca/san-bruno/KSFO","2019-11-26","55","47","50.5","0.00","40.11","48","33","40.11","36","10","30.08","9h 52m"
"X2...308","ca/san-bruno/KSFO","2019-11-27","50","44","46.96","0.97","38.48","41","34","38.48","20","10","29.56","9h 50m"
"X2...309","ca/san-bruno/KSFO","2019-11-28","50","41","45.76","0.17","37.56","40","36","37.56","14","10","29.65","9h 49m"
"X2...310","ca/san-bruno/KSFO","2019-11-29","52","41","46.58","0.00","38.54","42","35","38.54","16","10","30","9h 48m"
"X2...311","ca/san-bruno/KSFO","2019-11-30","56","38","48.54","0.05","41.54","46","36","41.54","23","10","30.01","9h 47m"
"X2...312","ca/san-bruno/KSFO","2019-12-01","59","55","56","0.10","49.81","52","47","49.81","29","10","29.94","9h 45m"
"X2...313","ca/san-bruno/KSFO","2019-12-02","58","54","55.58","0.29","51.12","52","50","51.12","15","10","30.12","9h 44m"
"X2...314","ca/san-bruno/KSFO","2019-12-03","61","52","55.96","0.16","50.71","52","49","50.71","10","10","30.12","9h 43m"
"X2...315","ca/san-bruno/KSFO","2019-12-04","56","53","54.88","0.34","50.79","52","50","50.79","12","10","29.97","9h 42m"
"X2...316","ca/san-bruno/KSFO","2019-12-05","60","52","55.88","0.01","51.44","53","50","51.44","10","10","30.08","9h 41m"
"X2...317","ca/san-bruno/KSFO","2019-12-06","65","55","57.79","0.00","51.34","54","48","51.34","21","10","30.03","9h 40m"
"X2...318","ca/san-bruno/KSFO","2019-12-07","66","55","60.48","0.53","54.03","56","52","54.03","31","10","29.94","9h 39m"
"X2...319","ca/san-bruno/KSFO","2019-12-08","61","53","56.25","0.52","51.44","54","50","51.44","16","10","30.11","9h 39m"
"X2...320","ca/san-bruno/KSFO","2019-12-09","56","49","53.03","0.02","48.61","50","45","48.61","10","10","30.21","9h 38m"
"X2...321","ca/san-bruno/KSFO","2019-12-10","58","51","54.41","0.00","48.31","51","45","48.31","15","10","30.25","9h 37m"
"X2...322","ca/san-bruno/KSFO","2019-12-11","62","52","55.84","0.21","52.03","57","50","52.03","12","10","30.23","9h 36m"
"X2...323","ca/san-bruno/KSFO","2019-12-12","62","56","59.24","0.06","55.92","57","55","55.92","9","10","30.3","9h 36m"
"X2...324","ca/san-bruno/KSFO","2019-12-13","60","55","56.87","0.00","52.58","54","48","52.58","13","10","30.25","9h 35m"
"X2...325","ca/san-bruno/KSFO","2019-12-14","58","50","54.27","0.01","45.19","52","41","45.19","25","10","30.09","9h 35m"
"X2...326","ca/san-bruno/KSFO","2019-12-15","57","47","51.38","0.02","40.96","43","38","40.96","17","10","30.28","9h 34m"
"X2...327","ca/san-bruno/KSFO","2019-12-16","56","44","49.5","0.00","38.75","43","35","38.75","15","10","30.36","9h 34m"
"X2...328","ca/san-bruno/KSFO","2020-10-27","77","55","65.2","0.00","33.72","42","23","33.72","15","10","30.11","10h 46m"
"X2...329","ca/san-bruno/KSFO","2020-10-28","73","52","61.08","0.00","41.33","50","34","41.33","15","10","30.11","10h 44m"
"X2...330","ca/san-bruno/KSFO","2020-10-29","72","51","59.5","0.00","41.08","51","31","41.08","21","10","30.09","10h 42m"
"X2...331","ca/san-bruno/KSFO","2020-10-30","65","49","56.08","0.00","49.25","53","48","49.25","20","10","30.09","10h 40m"
"X2...332","ca/san-bruno/KSFO","2020-10-31","75","49","59","0.00","48.38","54","41","48.38","14","10","30.1","10h 37m"
"X2...333","ca/san-bruno/KSFO","2020-11-01","75","52","60.68","0.00","49.08","56","42","49.08","12","10","30.15","10h 35m"
"X2...334","ca/san-bruno/KSFO","2020-11-02","71","52","59.83","0.00","50.33","56","44","50.33","22","10","30.11","10h 33m"
"X2...335","ca/san-bruno/KSFO","2020-11-03","66","50","56.23","0.00","49.65","52","48","49.65","25","10","30.14","10h 31m"
"X2...336","ca/san-bruno/KSFO","2020-11-04","73","55","59.77","0.00","54.35","57","51","54.35","20","10","30.24","10h 29m"
"X2...337","ca/san-bruno/KSFO","2020-11-05","78","56","61.77","0.00","55.39","60","51","55.39","26","10","30.18","10h 27m"
"X2...338","ca/san-bruno/KSFO","2020-11-06","62","52","56.81","0.00","45.27","54","39","45.27","36","10","29.85","10h 25m"
"X2...339","ca/san-bruno/KSFO","2020-11-07","60","50","55","0.00","41.95","44","40","41.95","20","10","29.75","10h 23m"
"X2...340","ca/san-bruno/KSFO","2020-11-09","58","42","50","0.03","28.96","37","24","28.96","14","10","30.25","10h 19m"
"X2...341","ca/san-bruno/KSFO","2020-11-10","61","43","52.44","0.00","38.85","50","28","38.85","14","10","30.27","10h 17m"
"X2...342","ca/san-bruno/KSFO","2020-11-11","59","50","55.04","0.00","46.92","49","44","46.92","12","10","30.12","10h 15m"
"X2...343","ca/san-bruno/KSFO","2020-11-12","62","47","52.88","0.00","43.21","46","38","43.21","17","10","30.11","10h 13m"
"X2...344","ca/san-bruno/KSFO","2020-11-13","60","47","54.67","0.00","47.52","53","41","47.52","20","10","30.2","10h 12m"
"X2...345","ca/san-bruno/KSFO","2020-11-14","60","47","52.85","0.01","44.81","48","38","44.81","13","10","30.29","10h 10m"
"X2...346","ca/san-bruno/KSFO","2020-11-15","65","44","54.17","0.00","44.75","50","36","44.75","12","10","30.31","10h 8m"
"X2...347","ca/san-bruno/KSFO","2020-11-16","67","50","58.04","0.00","46.83","49","45","46.83","9","10","30.17","10h 6m"
"X2...348","ca/san-bruno/KSFO","2020-11-17","66","55","59.72","0.00","50.97","56","37","50.97","25","10","29.93","10h 4m"
"X2...349","ca/san-bruno/KSFO","2020-11-18","64","50","58.55","0.16","53.68","57","47","53.68","14","10","30.22","10h 3m"
"X2...350","ca/san-bruno/KSFO","2020-11-19","61","50","53.5","0.11","47.88","52","45","47.88","17","10","30.32","10h 1m"
"X2...351","ca/san-bruno/KSFO","2020-11-20","65","48","53.79","0.00","42.21","48","34","42.21","13","10","30.27","10h 0m"
"X2...352","ca/san-bruno/KSFO","2020-11-21","62","44","52.88","0.00","37.96","44","33","37.96","6","10","30.22","9h 58m"
"X2...353","ca/san-bruno/KSFO","2020-11-22","58","44","51.32","0.00","43.04","47","36","43.04","25","10","30.1","9h 56m"
"X2...354","ca/san-bruno/KSFO","2020-11-23","60","50","54.12","0.00","48.82","52","45","48.82","18","10","30.06","9h 55m"
"X2...355","ca/san-bruno/KSFO","2020-11-24","62","44","52.77","0.00","46.5","50","41","46.5","17","10","30.14","9h 53m"
"X2...356","ca/san-bruno/KSFO","2020-11-25","61","49","54.26","0.00","45.07","49","40","45.07","22","10","30.24","9h 52m"
"X2...357","ca/san-bruno/KSFO","2020-11-26","62","46","54.71","0.00","36.42","43","29","36.42","25","10","30.24","9h 51m"
"X2...358","ca/san-bruno/KSFO","2020-11-27","64","41","52.25","0.00","31.46","43","26","31.46","12","10","30.24","9h 49m"
"X2...359","ca/san-bruno/KSFO","2020-11-28","62","41","50.79","0.00","36.58","41","31","36.58","7","10","30.29","9h 48m"
"X2...360","ca/san-bruno/KSFO","2020-11-29","59","42","50.25","0.00","40.5","44","36","40.5","14","10","30.23","9h 47m"
"X2...361","ca/san-bruno/KSFO","2020-11-30","61","42","50.8","0.00","43.52","48","37","43.52","17","10","30.31","9h 46m"
"X2...362","ca/san-bruno/KSFO","2020-12-01","62","0","49","0.00","43.95","48","0","43.95","20","10","30.27","9h 45m"
"X2...363","ca/san-bruno/KSFO","2020-12-02","65","44","53.21","0.00","42.67","47","38","42.67","17","10","30.14","9h 43m"
"X2...364","ca/san-bruno/KSFO","2020-12-03","60","47","53.83","0.00","42.96","48","37","42.96","10","10","30.31","9h 42m"
"X2...365","ca/san-bruno/KSFO","2020-12-04","60","46","52.96","0.00","42.13","50","37","42.13","9","10","30.29","9h 41m"
"X2...366","ca/san-bruno/KSFO","2020-12-05","60","46","51.46","0.00","43.5","47","37","43.5","15","10","30.31","9h 40m"
"X2...367","ca/san-bruno/KSFO","2020-12-06","61","46","52","0.00","46.34","49","41","46.34","15","10","30.35","9h 40m"
"X2...368","ca/san-bruno/KSFO","2020-12-07","73","46","61","0.00","37.32","43","30","37.32","20","10","30.21","9h 39m"
"X2...369","ca/san-bruno/KSFO","2020-12-08","70","47","55.79","0.00","41.92","51","31","41.92","12","10","30.18","9h 38m"
"X2...370","ca/san-bruno/KSFO","2020-12-09","65","48","55.58","0.00","41.21","47","37","41.21","9","10","30.13","9h 37m"
